params,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 75}",0.8679496569132713,0.03610664302316956,9,19.458704948425293,3.3910662520710986,0.3252553145090739,0.11055322162939948
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 100}",0.8324790341086117,0.07598317651280324,191,23.42338029543559,4.622607482152719,0.2781830628712972,0.09147916538444398
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 150}",0.8591822541526178,0.05016748200923972,51,27.781240622202557,4.968897562087578,0.29574910799662274,0.10000328566978005
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 200}",0.8538777495240996,0.0550640938454238,81,31.25151999791463,6.274511029598831,0.31148727734883624,0.12109475158905736
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 300}",0.8515109889595737,0.05965706832283568,97,36.45492935180664,7.571540802849824,0.38266976674397785,0.1963702395324379
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 400}",0.8658964650453048,0.04645879585322351,14,42.10663000742594,8.71517022938456,0.41403039296468097,0.12950929923660778
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 75}",0.8730295988830856,0.03295985489601097,1,52.786109844843544,10.11355251064291,0.6802469889322916,0.25390754014283545
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 100}",0.835121082120401,0.07318026849006569,185,64.36635152498881,13.563056991064162,0.71197509765625,0.26853258023089455
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 150}",0.8587900098220668,0.05083693745631852,53,74.69748242696126,17.586846023771294,0.888390302658081,0.413182497691429
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 200}",0.8569907718650591,0.0539303399543959,62,86.40528734525044,18.206451625434504,0.7403685251871744,0.2666106213778002
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 300}",0.8561301143299204,0.05647741273723185,69,101.63366627693176,22.910558250540234,0.8378992080688477,0.22038686536396512
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 400}",0.8663671889970591,0.04783641572174452,13,119.38799905776978,27.24523002015817,0.8219226201375326,0.2855342596698073
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 75}",0.8724334804270226,0.03354014928389341,3,84.73021562894185,16.49088910719028,1.134275197982788,0.3985509259891619
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 100}",0.8393627350646963,0.06860299581858985,164,101.79492243131001,21.368336249122684,1.1601815223693848,0.41821031619632587
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 150}",0.8599124428017992,0.05039718452390432,45,121.93654783566792,26.24906320674251,1.1908694903055828,0.42126980729164354
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 200}",0.8557808372805392,0.05467304957571716,71,141.04839054743448,31.20075233041785,1.1907267570495605,0.4422212655289274
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 300}",0.8543809552367545,0.05748461263063449,75,169.34882259368896,36.558808387518894,1.3887107372283936,0.5398743776294609
