params,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 1, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 300}",0.528719566461472,0.10227150049254165,217,4.654246091842651,1.1361867701929746,0.8398147424062093,0.43777934563659804
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 1, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 400}",0.528719566461472,0.10227150049254165,217,4.854433457056682,0.513495834604454,0.9845418135325114,0.3426828477451421
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 1, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 75}",0.40648769203345775,0.05039565030338842,289,5.045953591664632,0.842005930623451,0.8691498438517252,0.2245646376479976
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 1, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 100}",0.40648769203345775,0.05039565030338842,289,4.982300758361816,1.0689082971894155,1.0956765015920003,0.3546084807496229
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 1, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 150}",0.40648769203345775,0.05039565030338842,289,5.7829201221466064,0.8707496875102936,1.008620023727417,0.45302576075992657
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 1, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 200}",0.40648769203345775,0.05039565030338842,289,6.352454423904419,0.8211983790677497,0.9837793509165446,0.47652207492839294
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 1, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 300}",0.40648769203345775,0.05039565030338842,289,5.055495500564575,0.6985230560226838,0.8011027177174886,0.28802011875776995
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 1, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 400}",0.40648769203345775,0.05039565030338842,289,5.361612558364868,1.4746937548467691,0.8809753259023031,0.3369180627933237
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 75}",0.8539788489928086,0.06366206950452297,80,35.981082121531166,6.213214931326297,0.8510003089904785,0.2506315573814617
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 100}",0.8177068354619251,0.07242619268830472,204,45.565003315607704,8.742431340581033,0.6576878229777018,0.33446227907265963
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 150}",0.8470535920715463,0.05166627719123438,127,58.94171222050985,12.639695621869635,0.815919558207194,0.5797961095849723
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 200}",0.8514893912274006,0.051017572110864114,98,63.52840312321981,14.219137821139938,0.9151946703592936,0.444715865687574
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 300}",0.8508939704763864,0.05781069148396891,104,73.42780383427937,16.674743915649763,0.6059216658274332,0.16757061071671436
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 400}",0.8631529364444145,0.045917304627108385,29,87.11231152216594,20.530950053767242,0.6689918041229248,0.17307761200473107
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 75}",0.8511557949701566,0.06630321942212504,102,108.21802496910095,23.682361779188554,2.454681873321533,0.8654928534026411
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 100}",0.819736853652366,0.0721575797236763,199,138.2819540500641,30.691738262115653,1.8850609461466472,0.13136688053642748
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 150}",0.8471766579417506,0.05540559519867523,126,162.94494422276816,32.93922370708392,1.7478477160135906,0.7138448200030211
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 200}",0.8479780213071587,0.05710119406709166,120,187.98439852396646,39.9755745197743,1.506230354309082,0.4370651993892648
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 300}",0.8593658883674254,0.05030009778761867,49,224.82136527697244,49.45562546534822,1.6800258159637451,0.4885606210426528
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 400}",0.8649369124897986,0.04408839194456025,20,268.03377262751263,56.20923545875484,1.7177618344624836,0.35308227899927624
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 75}",0.8513359686007487,0.06647544913422268,99,182.2810332775116,42.29468744338902,2.7967162132263184,1.149027743983522
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 100}",0.8191856035669755,0.073558471485292,200,227.9368441104889,47.73713948727955,2.6014302571614585,0.9509546302168788
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 150}",0.8443697938576781,0.0586498981110282,146,262.040567000707,58.134538514252974,3.117192268371582,1.6949243043812943
