params,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 100, 'classification__random_state': 24}",0.8450787112527692,0.024863122647603098,11,21.468684037526447,4.440074565166653,0.38904762268066406,0.1413974193970035
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 300, 'classification__random_state': 24}",0.8522098205475571,0.025156522724794243,4,64.1201361020406,13.845723067003627,1.2083388169606526,0.38521892814057523
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.5, 'classification__n_estimators': 500, 'classification__random_state': 24}",0.8527031340194284,0.026460467746406407,2,107.88186017672221,24.41695459082355,1.9369779427846272,0.7500091260156753
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.8, 'classification__n_estimators': 100, 'classification__random_state': 24}",0.8465099780673951,0.02461531403191573,10,30.30190674463908,6.596563529182835,0.3924984931945801,0.14325016883019834
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.8, 'classification__n_estimators': 300, 'classification__random_state': 24}",0.8524352793651473,0.024781140866402786,3,91.62984681129456,20.091347172460683,1.2777891159057617,0.3393914940263221
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 0.8, 'classification__n_estimators': 500, 'classification__random_state': 24}",0.853559736068845,0.0264027095171993,1,151.9474058151245,33.36690632280744,1.9261003335316975,0.6825651257774579
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 1, 'classification__n_estimators': 100, 'classification__random_state': 24}",0.528719566461472,0.10227150049254165,37,0.8644439379374186,0.1481956090662246,0.13962650299072266,0.050023944782261895
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 1, 'classification__n_estimators': 300, 'classification__random_state': 24}",0.528719566461472,0.10227150049254165,37,2.400535742441813,0.43398904765139507,0.4139113426208496,0.15814125849472527
"{'classification__criterion': 'gini', 'classification__max_depth': 5, 'classification__max_samples': 1, 'classification__n_estimators': 500, 'classification__random_state': 24}",0.40648769203345775,0.05039565030338842,49,3.2312933603922525,0.48769672754536475,0.6705125967661539,0.2549843998618219
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 100, 'classification__random_state': 24}",0.8370182504288576,0.001408265515422441,26,37.02459263801575,7.896907887267934,0.43296360969543457,0.15427203957302255
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 300, 'classification__random_state': 24}",0.8391989916483329,0.0019001097068872038,15,112.60327728589375,24.426177330380476,1.276516040166219,0.46713388406024575
