mean_0,std_0,mean_2,std_2,mean_3,std_3
0.005058512991490537,0.02800425782710153,0.008005351230558852,0.026215546082705845,0.0024952934603384245,0.016183120851924845
0.15691334429103324,0.20299808116785445,0.11494900538614578,0.1500724814434569,0.07532109128831446,0.12520953789216754
0.4781815484992399,0.2775662742944247,0.35343604843783005,0.17362211146754367,0.32520760018781164,0.2911066775901241
0.3215548070306037,0.15747327457956772,0.3287761412948401,0.10816232623265862,0.27122067081340684,0.17164605679510223
0.3215548070306037,0.15747327457956772,0.3287761412948401,0.10816232623265862,0.27122067081340684,0.17164605679510223
0.43852354972158547,0.24399537997631557,0.3863132928760655,0.1266444105176851,0.30743696831550144,0.23315210391909988
0.4763678069454365,0.24476434843002906,0.4123439206987997,0.10272629051035782,0.3371099853301655,0.25129183087264495
0.46724184716805833,0.2493998928600145,0.38793274703280767,0.12102748205576905,0.3371099853301655,0.25129183087264495
0.4422700749001524,0.20687497781998107,0.4074040918258786,0.1003828072485847,0.339139880948387,0.22652863368253073
0.4422700749001524,0.20687497781998107,0.4074040918258786,0.1003828072485847,0.339139880948387,0.22652863368253073
0.43617009225542075,0.20638342452881758,0.5063634865300459,0.10785476415861352,0.3330175931466459,0.2198328205447467
0.49528628433226807,0.20546584896385126,0.5278367564905923,0.11608715294003412,0.3632927693789317,0.21562769006684085
0.49438089616938025,0.20362830094603282,0.5332387661096776,0.11461710741368095,0.3652997368998709,0.21326430137349764
0.5338198179709276,0.19079127228248616,0.60917191389991,0.11726300608151151,0.40392181737014815,0.2004515419695055
0.5384073786591834,0.18976227374608629,0.6224582130951973,0.11975003533951138,0.40761068530017164,0.1924506354271352
0.49894542512879175,0.2228646412279935,0.5957548627591358,0.20267717561850548,0.3460130845408761,0.210969205868953
0.6034642198116101,0.19893445359935627,0.6940856750575054,0.12831675464044506,0.4612254815047993,0.2379488624030903
0.6169333655305491,0.21236817007263664,0.7173732398301573,0.1278866425272773,0.48125607116425984,0.24567469573920622
0.5880736833767872,0.20995517745530481,0.6739323596708989,0.13974405157817202,0.46019546036473574,0.23197000636540005
0.5860578185323732,0.21142102995114587,0.6739323596708989,0.13974405157817202,0.46019546036473574,0.23197000636540005
0.6487572166564175,0.194248241001984,0.6702990385797869,0.13322737406051688,0.5238454077824959,0.25068127335476176
0.5621379785655896,0.23537088275645046,0.5405041211604195,0.19052087838190404,0.47252313325632467,0.23934258666120098
0.5326408007205833,0.24402541396457364,0.4823272612229542,0.21807871120253117,0.4262857840724417,0.24592842022737113
0.6682155124678755,0.19723870004196345,0.6097160214755089,0.16582238182289544,0.5313936952266333,0.2709614622383718
0.6062980137080604,0.2114528863009059,0.526337138893216,0.20629476134505717,0.4841320960999343,0.25323643634166804
0.5813820209440387,0.23083929175121562,0.5541899369901867,0.16807463080575893,0.4401666319485826,0.27244436846233167
0.5565692024065366,0.23255245671721506,0.5461517251968607,0.1610112668395319,0.44657029172582663,0.2622628589987555
0.5565692024065366,0.23255245671721506,0.5461517251968607,0.1610112668395319,0.44657029172582663,0.2622628589987555
0.6066832940330529,0.26119832821241235,0.6208092342853831,0.21205980155312162,0.4733177460526449,0.3154793992105985
0.728368183115595,0.20257070928582477,0.739198839964162,0.12203521331725713,0.5877379933732165,0.28931839455712466
0.6016902503209631,0.24719169001900412,0.6621894728998736,0.1671849403563629,0.5071759409463739,0.27655326350569426
0.5531275207972707,0.27421972545871537,0.6442397458710607,0.19490738567214796,0.43055561917454366,0.2923453556910631
0.5352812685361682,0.2750080836902867,0.6544323991438464,0.18678906175443546,0.48339654321591174,0.2911885580468911
0.5687365716541282,0.26545131219755946,0.6272759444531614,0.24510983572768008,0.48131592567102427,0.28551680921169026
0.5687365716541282,0.26545131219755946,0.6272759444531614,0.24510983572768008,0.48131592567102427,0.28551680921169026
0.5744028362090475,0.2851288129931109,0.5969857490712901,0.272397993656999,0.44118591579167693,0.30877989676628553
0.6451672532791222,0.24249247263809795,0.77650411897995,0.0785364647805212,0.5150611838989824,0.29091222211697276
0.5746803557752964,0.27926131709909446,0.7440799475682833,0.15592928303959872,0.4888410673693168,0.29806394449827894
0.7262130987280461,0.2061147415464571,0.7392369204561615,0.11175188449616381,0.5797042587430055,0.29261199309636243
0.6937312620293316,0.21200007617488725,0.6659182363785966,0.12628557646790153,0.5451111529996173,0.28329692727375466
0.6564136512503683,0.22447618129016675,0.5892280468255665,0.12917511143709337,0.5089098111518846,0.27737347068769014
0.6605679047019282,0.23764892713645033,0.563784779279731,0.132828244050416,0.5147883108746976,0.29780103576879086
0.6605679047019282,0.23764892713645033,0.563784779279731,0.132828244050416,0.5147883108746976,0.29780103576879086
0.5700037005445998,0.20172122466525225,0.483448353797318,0.11110782257453974,0.44071838890152143,0.23614598836558698
0.584750464457015,0.22066990482740398,0.46171590492305387,0.12082310731348198,0.45938993749037943,0.2435467700611261
0.5727500447698429,0.22711372326460935,0.45483025245603004,0.11577820212244166,0.4464174902092001,0.2335086331994441
0.577956425992605,0.24833595715247656,0.44453766385446536,0.12861487417524609,0.44946189134903036,0.2535376361094431
0.577956425992605,0.24833595715247656,0.44453766385446536,0.12861487417524609,0.44946189134903036,0.2535376361094431
0.45635726098891266,0.21716692295387624,0.36397838904961693,0.12788022290503603,0.33336368028783386,0.19160073441965889
0.49606055837763163,0.23804775906710307,0.4023054244184455,0.12836331541703505,0.3251801702575158,0.17524793815380754
0.51091381998571,0.2519303148822796,0.4217708754374957,0.13316392357918017,0.3947399544040446,0.24840330766254762
0.5446430308600597,0.27905328741178964,0.42281070199004145,0.1480470424251969,0.42203874970684496,0.27628182053142486
0.5189889411750845,0.2639211117199776,0.38156729948240514,0.11647200749880178,0.3950761469874395,0.25092293728192516
