mean_0,std_0,mean_1,std_1,mean_2,std_2,mean_3,std_3
0.0006143941233527075,0.01927462566968555,0.0,0.0,0.0,0.0,0.0,0.0
0.18318593635627442,0.22573866710190674,0.05082086949221643,0.07569551471768901,0.03071759050040421,0.051806100615276546,0.19473479617751746,0.198345564590239
0.25823739461812795,0.23617054741211893,0.05540267984121038,0.0841731367855309,0.10015077408827464,0.12605895847698237,0.22034095617780092,0.19572290416849616
0.42144448983160177,0.241085716661232,0.16082428168522334,0.16372418364435362,0.2605845402557079,0.15831867994195947,0.385233476458834,0.26484877203219004
0.25333963724322933,0.21048917681497653,0.08089616008634756,0.07186199384712397,0.09909186584706689,0.13405960604420722,0.22225055185223577,0.17940037097329684
0.3287133228025464,0.281285421707307,0.10993779592436555,0.1372329972132304,0.1010152872671924,0.13479614673925946,0.2612049466209443,0.21666129073926182
0.4579066533606452,0.24442391786085213,0.20727916315363176,0.17746167305049979,0.2906194608904149,0.14468662888774877,0.40700087722067113,0.2643222190683253
0.4579066533606452,0.24442391786085213,0.20727916315363176,0.17746167305049979,0.2906194608904149,0.14468662888774877,0.40700087722067113,0.2643222190683253
0.40159684167552584,0.19095878562157342,0.2707609264436676,0.17117170396407067,0.31463845832239135,0.1231131944787179,0.37593203713764434,0.2033230112932309
0.40159684167552584,0.19095878562157342,0.2707609264436676,0.17117170396407067,0.31463845832239135,0.1231131944787179,0.37593203713764434,0.2033230112932309
0.35282877534326,0.21976155442402398,0.22346033104260207,0.23696686897927183,0.2940199039136151,0.1694833844101473,0.2052795006733782,0.1707938902930367
0.4603892924381042,0.19949294015727326,0.44364554087455654,0.143824359345239,0.40111143874680116,0.10621485064147605,0.4126363955216158,0.21888325967096245
0.4514581578427996,0.18823258243859523,0.48355935325085725,0.11917106519820675,0.42758203744603085,0.08899864729928868,0.36495228135145596,0.17060712617375773
0.506559744433761,0.18432451934517177,0.5388313495922871,0.12732934329614912,0.4926268037014324,0.10395961487083115,0.454140774653956,0.19349602044198663
0.5033147027001049,0.18639078407141815,0.5388313495922871,0.12732934329614912,0.4870735615650056,0.11482698624342305,0.454140774653956,0.19349602044198663
0.5168197355845846,0.19978418255847605,0.4780926676633434,0.16971041217350635,0.5048004132226794,0.15849569655033904,0.43722901448383983,0.1911016447611594
0.5814688556487969,0.19503013849740838,0.6952332326239585,0.1252555137601109,0.641689046729748,0.12999530765182177,0.5159592955419696,0.20075971368403067
0.5878574094068072,0.2170111760342183,0.7359768285971954,0.11647802197917316,0.6782698852161555,0.1431874322485937,0.5271676529822983,0.20531427364925955
0.5975112295039858,0.19311528463088135,0.6604757520339207,0.21787702177588716,0.6797490979655334,0.14519286841408993,0.5281230564170756,0.1985808568394261
0.6470470513425428,0.1655163220241479,0.7689730490832352,0.09916880367411635,0.707107828727513,0.1277710121021025,0.5602395362517302,0.19210289353823884
0.6858303380028096,0.14801570771881625,0.7683963786782697,0.09211820439627177,0.7099203617249354,0.11630329707338026,0.592368584463656,0.20567971935693913
0.6186002186793347,0.19357811375799802,0.7104435628564888,0.11165704801299342,0.6111551715168293,0.17855647167106084,0.5394649071153043,0.21126260154050147
0.5949565732713604,0.20805043664840367,0.7104435628564888,0.11165704801299342,0.6111551715168293,0.17855647167106084,0.5368475267737429,0.21028418514315977
0.6443595800409537,0.20954895680457544,0.7378765481529297,0.16600398900774108,0.7204006155725904,0.1191186779714431,0.5427940689553736,0.2258570864561711
0.6546843756172089,0.19046661148167177,0.7047154360984869,0.1901979795929182,0.6982869055888173,0.13670504362993796,0.6200893941450015,0.21290970565801023
0.6839760778627867,0.17417117486861453,0.7654797342695129,0.10889944096119505,0.6594785501574159,0.1894951371981044,0.519685794634534,0.25332585126543344
0.6528835159494056,0.19040411977632277,0.7555431089941463,0.08561909211170018,0.6919370075169029,0.13357631550257232,0.5896627714618966,0.23631422729055512
0.6528835159494056,0.19040411977632277,0.7555431089941463,0.08561909211170018,0.6919370075169029,0.13357631550257232,0.5896627714618966,0.23631422729055512
0.6994424731623282,0.21029473682407376,0.698911300530465,0.24197542041670103,0.7616447001072345,0.10248013477836046,0.6478931262075579,0.2541349917272197
0.6365146102110487,0.22575263128252207,0.7354295662723479,0.1692638127097264,0.595615597927116,0.2176595532532497,0.5853212292990243,0.247757776877611
0.6225389202083399,0.23413073353579802,0.6032010922823283,0.2765925885553097,0.614176375644439,0.2270162038113159,0.5272227461126704,0.23763954552815997
0.6225389202083399,0.23413073353579802,0.6032010922823283,0.2765925885553097,0.614176375644439,0.2270162038113159,0.5272227461126704,0.23763954552815997
0.6120995201190846,0.2333908434032431,0.5738780696297318,0.28386636837456486,0.614176375644439,0.2270162038113159,0.5272227461126704,0.23763954552815997
0.5870929032148516,0.2381315591494997,0.718019604321545,0.19415571828954517,0.665416524347925,0.21426498827806992,0.4597808597880572,0.2618766470224552
0.5870929032148516,0.2381315591494997,0.718019604321545,0.19415571828954517,0.665416524347925,0.21426498827806992,0.4597808597880572,0.2618766470224552
0.7092402183127231,0.22446043103653116,0.7893847185154821,0.19617745890668645,0.7295362600813506,0.22807597049224984,0.6813951140790876,0.272562024069678
0.7092402183127231,0.22446043103653116,0.7893847185154821,0.19617745890668645,0.7295362600813506,0.22807597049224984,0.6813951140790876,0.272562024069678
0.7339546614562698,0.1610970592446116,0.7774646170397005,0.11287839896033082,0.7659151209112137,0.1176137115960622,0.6718875714617047,0.22664889316990672
0.56315850137044,0.2701249114446143,0.6051661512118561,0.2761540064260214,0.5945758728489409,0.24451939623012386,0.5168953429129429,0.3022780145001136
0.7067854672316128,0.1841738516214494,0.7515307059623587,0.10749223354090413,0.7070559809263582,0.115552580884561,0.6402382196478261,0.24533444733969773
0.680329311844833,0.2048290885734049,0.7190763438407551,0.12714396007019155,0.653274965163804,0.13898681678211944,0.6123808176166354,0.2592052713334476
0.6820224657600439,0.21851007229520517,0.7101113210190393,0.1315287836329364,0.623899320894348,0.14974304466601682,0.6158887839051719,0.26957517485244514
0.6820224657600439,0.21851007229520517,0.7101113210190393,0.1315287836329364,0.623899320894348,0.14974304466601682,0.6158887839051719,0.26957517485244514
0.569115769101471,0.17998345444195055,0.6151735456240452,0.11880085858728909,0.5264140913739247,0.12981396676872997,0.5175308187850955,0.2158506881284409
0.585056938061244,0.2081217813916667,0.6344345420177864,0.12629206613350377,0.5388731455927848,0.1488520997937876,0.5325968385439788,0.22746425034530623
0.5630836034023675,0.2156580204422514,0.612964331277489,0.13632382724477105,0.5124357991950582,0.14150668712533535,0.5147655336413807,0.22954333111649844
0.5875484124151158,0.2339353252857522,0.5209685562785207,0.13433595223194364,0.478317444030549,0.13789669644988453,0.550182448709774,0.2768055621470289
0.5875484124151158,0.2339353252857522,0.5209685562785207,0.13433595223194364,0.478317444030549,0.13789669644988453,0.550182448709774,0.2768055621470289
0.5246152827189446,0.23352278265809903,0.47672896252222824,0.09375860301782056,0.4098251968555658,0.117247114268255,0.5275624231702778,0.28168581959769146
0.5358524604902488,0.2462221018182964,0.4863755167747756,0.1051026069290053,0.40633190264343994,0.09512632950332349,0.517636543609712,0.26129617756625195
0.5079462188482112,0.2519961155062364,0.43968708990802996,0.10641004939676015,0.3846207386320988,0.14109906220684598,0.37598638262424194,0.2705550322164818
0.535841288749126,0.26268940962534426,0.45177663441155747,0.11229812465866254,0.3860774195078568,0.10449691310556232,0.526572018085844,0.2799139136887144
