mean_0,std_0,mean_2,std_2,mean_3,std_3
0.48424374781963336,0.2401585884931102,0.3839717022225688,0.13777239328466875,0.3616060747137148,0.25786010230452344
0.4930409923199865,0.2179431067620416,0.4259637300028644,0.10464785980662981,0.3597352759296052,0.2347370611726178
0.5269782280124924,0.18638978390206276,0.5394068693072659,0.11087447153792616,0.3871243468958365,0.22242405770503637
0.602940152651981,0.16827644734770156,0.6655078781187451,0.12160733875083551,0.4424769843945009,0.1985244691895502
0.6702929534656558,0.1607998164740399,0.7312996432995439,0.11773612763361284,0.5062014726983923,0.23446935600608765
0.7067934860717736,0.1407783933323401,0.6830416360600821,0.12897810084887126,0.5648504958620204,0.22551479333322597
0.6638850210174203,0.158900136639834,0.6101327863586674,0.13926381411476527,0.5259146106957768,0.2461942146467838
0.7631604057479421,0.13647372997983326,0.7771863843230007,0.09216444227385635,0.6110845157898281,0.25881237455227973
0.6859157973752795,0.215897488778624,0.748542985175648,0.16330620961462344,0.5702489061387175,0.2846668128759455
0.7722729081344262,0.14417478125002073,0.7858992703618823,0.07628805175464733,0.6038798451596289,0.28192370681783974
0.6959520086417245,0.19233846617935785,0.605282068225322,0.12385917587077808,0.5404142872699621,0.2784608038163791
0.6428516183612296,0.2117847813624775,0.4935485552148321,0.12383962498066915,0.4941642362238074,0.2503526081769241
0.5769162418091762,0.241216239431886,0.44866295261252664,0.14701167734980392,0.450433754675664,0.263670858504201
