mean_0,std_0,mean_2,std_2,mean_3,std_3
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.004339845261567803,0.024260942072136922,0.013291970369159758,0.04438227988693708,0.0,0.0
0.004339845261567806,0.024260942072136932,0.013291970369159774,0.044382279886937125,0.0,0.0
0.004339845261567806,0.024260942072136932,0.01329197036915978,0.04438227988693713,0.0,0.0
0.004339845261567807,0.02426094207213694,0.01329197036915978,0.044382279886937145,0.0,0.0
0.004339845261567807,0.024260942072136946,0.013291970369159785,0.044382279886937145,0.0,0.0
0.004339845261567807,0.024260942072136946,0.01329197036915978,0.044382279886937145,0.0,0.0
0.004339845261567807,0.02426094207213694,0.01329197036915978,0.04438227988693715,0.0,0.0
0.004339845261567807,0.02426094207213694,0.01329197036915978,0.04438227988693715,0.0,0.0
0.004339845261567806,0.024260942072136946,0.01329197036915978,0.04438227988693716,0.0,0.0
0.004339845261567806,0.024260942072136946,0.013291970369159776,0.04438227988693716,0.0,0.0
0.004339845261567806,0.024260942072136946,0.013291970369159776,0.04438227988693716,0.0,0.0
0.4668885276395361,0.29771012886573,0.6190687918822624,0.21594451876525278,0.48388099202854506,0.22904847184453403
0.4675591753238829,0.29710276161906674,0.621920774003819,0.21051712093304337,0.4838809920285458,0.22904847184453436
0.46827277797278133,0.2965504274407899,0.6249201440091554,0.20517721792694146,0.4838809920285463,0.22904847184453453
0.46903444874711187,0.2960673372043305,0.6280815672074732,0.19998222839079516,0.4838809920285464,0.22904847184453458
0.4698502814383587,0.2956713989251288,0.6314220597895657,0.19500689521906311,0.4838809920285464,0.22904847184453458
0.4707276421545285,0.2953854728303989,0.6349615462006397,0.19034830170269168,0.48388099202854645,0.22904847184453472
0.4716755928519142,0.2952392390586102,0.6387236014447093,0.18613223105983548,0.48388099202854645,0.22904847184453472
0.47270553721278824,0.2952721355323794,0.6427364608573576,0.18252113112293886,0.48388099202854645,0.22904847184453475
0.4738322753801084,0.2955383791114791,0.6470344280801973,0.17972397521259392,0.48388099202854645,0.22904847184453472
0.4750759131079449,0.296116804795553,0.6516598963481282,0.17800844622228662,0.48388099202854645,0.22904847184453475
0.569830009015454,0.23611520374670533,0.6631542624852658,0.13133093421454148,0.47793889403668954,0.23102732157796488
0.5689729685134564,0.2376351823930794,0.6595215695223651,0.1255370076560933,0.4741956614298447,0.23700743151376286
0.5691000714554534,0.24046184028460788,0.656847298194365,0.12615652830557433,0.47177859638890574,0.24470482408498423
0.5698857132263052,0.24403151148407654,0.6547920550419385,0.13138978492424883,0.4702619906735265,0.2533161308044375
0.5711530152856018,0.24810479641164013,0.6531237430428382,0.139925245304639,0.469406824622173,0.26250487033090397
0.5727992790537348,0.25257979377584416,0.6516716663902634,0.15086240549879848,0.46906961139664594,0.27212136068006965
0.5747668413185264,0.2574294370839079,0.650299834146906,0.1636262559995496,0.4691666963117708,0.2821104721708159
0.577034094552327,0.2626851318358112,0.64888866414017,0.17788543229309547,0.4696683350217217,0.29249159333203917
0.5796277577336441,0.268461575559965,0.6473181989876609,0.19349931839321455,0.4706412611333791,0.3034219330088182
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858884,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858883,0.6454435048243586,0.2105199904882869,0.47257296392995296,0.3157899735644279
0.5827279730052615,0.2751849297858883,0.6454435048243584,0.21051999048828693,0.47257296392995296,0.31578997356442784
0.5827279730052615,0.2751849297858883,0.6454435048243584,0.2105199904882869,0.47257296392995296,0.31578997356442784
0.5827279730052615,0.2751849297858883,0.6454435048243584,0.2105199904882869,0.4725729639299529,0.3157899735644278
