mean_-1,mean_smooth_-1,mean_smooth10_-1,mean_savgol_-1,mean_0,mean_smooth_0,mean_smooth10_0,mean_savgol_0,mean_1,mean_smooth_1,mean_smooth10_1,mean_savgol_1,mean_2,mean_smooth_2,mean_smooth10_2,mean_savgol_2
0.15704384207735822,0.18786659014987467,0.1276139289942366,0.16414481530452804,0.05835659705446847,0.0772731743841899,0.04325991081966753,0.056892249611193435,0.22901975946106276,0.2571496061783982,0.15316967222532157,0.23092288849619388,0.19106828795941225,0.2366820278080185,0.13155482509610517,0.14876947363193543
0.2829501467507196,0.18820481995974242,0.17194656838503775,0.2935325090559887,0.08982987523100126,0.07740618822237613,0.05972465522685548,0.09919088843809101,0.359074130583712,0.25751213652604343,0.2044151989486801,0.3640143630635122,0.18584921951751585,0.23701780667275102,0.17806020189046942,0.30029978994163975
0.44574720951849006,0.20087948632973995,0.21741443350490916,0.3538021500366304,0.15150941531743348,0.08308814041543683,0.07691714763953585,0.119806123773731,0.49498593322179557,0.2733199483143476,0.2567742622815212,0.41884987757188585,0.49342726452105046,0.25253798407336553,0.22452581978326625,0.37063061696889943
0.390398091595798,0.21361759653158646,0.22141257245465992,0.36167630511025217,0.13372488246131653,0.08866362944091534,0.07832780624503,0.12403057894851721,0.4486168989866452,0.2890844906080781,0.2607974644054703,0.4159930324746146,0.4452034789630731,0.26812767728181036,0.2294836400810711,0.3801424086060808
0.0,0.2247496840334495,0.25755047174310897,0.3338775411406534,-0.0008216618675445182,0.09316228138488927,0.09380822748847847,0.11715687729285357,0.0,0.3046237743400124,0.3076656293617699,0.37600742822499833,0.0,0.2836184945725153,0.2707318894509857,0.34921561874555035
0.44332639390801165,0.23412711548626108,0.257550471743109,0.2871284249916338,0.16464744407187953,0.0971508694133438,0.09379807603825766,0.10447764213714411,0.5124552672335854,0.31984865822879915,0.3076656293617699,0.3194566652763376,0.4650537679436424,0.2989601162530293,0.27073188945098564,0.29823070127967505
0.45467865119871403,0.24407187175225173,0.28788406404713796,0.25155773035969314,0.17192492412680366,0.10091038959716607,0.10626874071237981,0.09490976832943367,0.5235906333284112,0.3351764633842335,0.35049178550626514,0.2784118087323465,0.46465617892796823,0.31476419328429794,0.31071973719031687,0.26788792009023166
0.039981389497507715,0.2558984713520243,0.2963323590009145,0.254699314848989,0.014106586054941606,0.10564746647537084,0.11362427754381657,0.09994198988914038,0.04023202123949075,0.3514363506192391,0.3787747797067452,0.3113638058506393,0.0495782029780487,0.3309227710975092,0.3498531687639871,0.2743510762098049
0.3613789928844905,0.2677250709517969,0.26414928163565915,0.24296837330069923,0.15480421243448458,0.11038454335357559,0.10518881072144888,0.0985859477610254,0.46868164956299563,0.3676962378542447,0.35603017430246264,0.32126835551577365,0.4124824936991454,0.3470813489107206,0.3280770149245126,0.28352687725172127
0.0,0.2786773700354819,0.27277919430477426,0.2918239315901182,-0.00010151450220807099,0.11488529296143482,0.11229174794159069,0.11817337567546425,0.0,0.3833023267040071,0.38282864668823285,0.40032557811007624,0.0,0.3625869009892576,0.3513099765752377,0.3774236242498319
0.46037976511764755,0.2911677513361678,0.2885715967488077,0.23370139017626346,0.1830632437956898,0.11994931081897911,0.12291860929454879,0.10515382054747999,0.6572813209060154,0.3984349029693329,0.4266615954252691,0.3757660593676891,0.5909467653527247,0.37754484382499265,0.3748581112650149,0.3361367715085191
0.36743309628848536,0.30262108176619573,0.2924422907592436,0.2475708000412751,0.16338524354536885,0.12422877205143465,0.12426374549044812,0.11151929696144411,0.6419040725885126,0.41046334338393864,0.44631383947440134,0.4255973898841347,0.5771835352542176,0.3892615966878893,0.4003233747115882,0.37614100249400256
0.1239164358659367,0.3156640426416034,0.30154580099247363,0.30788088312772954,0.06715474709375653,0.12999101563638094,0.1316003115925527,0.1363408397453677,0.26753987917896965,0.42549975062054735,0.47584585883435904,0.5238328943810279,0.275665726126305,0.4040797551897465,0.4323478274652743,0.4633944263415693
0.47669721828694894,0.32837312989603284,0.3543575043385103,0.337717786985923,0.2047542546627349,0.13554150188566388,0.15586290433197486,0.15174565329511688,0.7166016228443479,0.4396916867339391,0.5555264356231635,0.5762272258774463,0.6775330954703244,0.41776521855573656,0.5074358200872822,0.5086254895001817
0.15792402444033474,0.3414712802510389,0.36323144130112817,0.4230394098905384,0.10544695166203623,0.14115095384116685,0.15918659790525577,0.18846795871000116,0.43832948737036237,0.4536392297435866,0.5772504634059449,0.6908160327144456,0.23548134689777153,0.4311207189015862,0.5423373276164734,0.6319179812771354
0.48203333401237036,0.35394862609482447,0.38730658238217397,0.3884492950288541,0.17809880603087289,0.1464891012017006,0.170527818221506,0.17324381856370893,0.7089777077249078,0.4667429432930438,0.617604018908281,0.6415554561016935,0.7197064024093756,0.44342703162289154,0.5790052715656167,0.599601949723727
0.5457137535310147,0.36642597193861004,0.4012969722688398,0.46357417719944627,0.24529058514784957,0.1518272485622344,0.17989466514571617,0.20797412419732447,0.8189108269279879,0.47984665684250094,0.6307097194064939,0.7338179691048455,0.7849007064648289,0.4557333443441969,0.5959494521767739,0.6872445671164172
0.5680984229578742,0.37672844511794723,0.37766239442713273,0.48563995318325587,0.25673251344916315,0.1562723699731513,0.16520736135178332,0.2148794305272472,0.8370377891275353,0.49128998228796616,0.569836526768021,0.7246847422608057,0.8004581291981282,0.4664500243281522,0.5549112163770971,0.719983273561036
0.4501183625106689,0.3877262122826074,0.3933637294317807,0.4153320028718862,0.18804114816729398,0.1606732618826497,0.1683883511612563,0.17961706325691496,0.6859219273908101,0.5027779603312165,0.5927100037091242,0.6134696047452209,0.7614975689910568,0.47725425917771125,0.5515650495765061,0.6180673621940176
